#{"t_start": 1756221011.169718, "env_id": "None"}
r,l,t
0.429128,1,44.762138
0.429128,1,44.995842
0.429128,1,45.226981
0.429128,1,45.45361
0.2,1,45.684376
0.429128,1,45.912745
0.429128,1,46.1428
0.429128,1,46.391737
0.429128,1,46.64451
0.429128,1,46.873994
0.429128,1,47.093581
0.429128,1,47.327552
0.429128,1,47.551028
0.4,1,47.781823
0.429128,1,48.009015
0.429128,1,48.260243
0.429128,1,48.487502
0.429128,1,48.71694
0.429128,1,48.941793
0.429128,1,49.169778
0.429128,1,49.395992
0.429128,1,49.633715
0.429128,1,49.870618
0.429128,1,50.123674
0.429128,1,50.36579
0.429128,1,50.605386
0.429128,1,50.844085
0.429128,1,51.079454
0.429128,1,51.310284
0.429128,1,51.557752
0.429128,1,51.786261
0.442741,1,52.030318
0.429128,1,52.26164
0.429128,1,52.506534
0.429128,1,52.739322
0.429128,1,52.97357
0.429128,1,53.205549
0.429128,1,53.43489
0.429128,1,53.667753
0.429128,1,53.92831
0.429128,1,54.15875
0.429128,1,54.388614
0.429128,1,54.635622
0.429128,1,54.868729
0.429128,1,55.097544
0.429128,1,55.33106
0.429128,1,55.564787
0.429128,1,55.842523
0.429128,1,56.079457
0.429128,1,56.319561
0.429128,1,56.545489
0.429128,1,56.778897
0.429128,1,57.005673
0.429128,1,57.231139
0.4,1,57.470359
0.429128,1,57.714468
0.429128,1,57.952999
0.424,1,58.189352
0.429128,1,58.41851
0.429128,1,58.653638
0.429128,1,58.897044
0.429128,1,59.121795
0.429128,1,59.346327
0.429128,1,59.588216
0.429128,1,59.820429
