#{"t_start": 1756220832.7905633, "env_id": "None"}
r,l,t
0.429128,1,57.783647
0.429128,1,58.011536
0.429128,1,58.260774
0.429128,1,58.500547
0.4,1,58.764024
0.4,1,59.019693
0.4,1,59.268309
0.429128,1,59.504563
0.429128,1,59.754383
0.429128,1,59.996995
0.4,1,60.239698
0.442471,1,60.471422
0.429128,1,60.711693
0.4,1,60.94813
0.429128,1,61.180192
0.429128,1,61.401618
0.428277,1,61.624656
0.429128,1,61.84533
0.4,1,62.063992
0.429128,1,62.291483
0.429128,1,62.522199
0.4,1,62.760367
0.4,1,63.041834
0.4,1,63.285339
0.4,1,63.518845
0.429128,1,63.756539
0.429128,1,63.997149
0.4,1,64.247496
0.4,1,64.482165
0.429128,1,64.745284
0.4,1,64.980744
0.429128,1,65.220005
0.424,1,65.459328
