#{"t_start": 1756220832.5956235, "env_id": "None"}
r,l,t
0.429128,1,46.928393
0.429128,1,47.193364
0.429128,1,47.430858
0.4,1,47.686712
0.4,1,47.951625
0.4,1,48.201685
0.429128,1,48.436123
0.429128,1,48.680629
0.429128,1,48.977714
0.429128,1,49.212169
0.429128,1,49.441894
0.429128,1,49.688652
0.4,1,49.930707
0.429128,1,50.157691
0.429128,1,50.407031
0.4,1,50.646701
0.429128,1,50.903047
0.429128,1,51.122886
0.429128,1,51.345977
0.4,1,51.570049
0.429128,1,51.806316
0.4,1,52.029436
0.429128,1,52.251909
0.4,1,52.486275
0.429128,1,52.730913
0.4,1,52.956011
0.429128,1,53.183967
0.429128,1,53.425667
0.4,1,53.648279
0.4,1,53.884401
0.429128,1,54.106359
0.429128,1,54.337185
0.4,1,54.596739
0.429128,1,54.8229
0.4,1,55.060221
0.429128,1,55.294908
0.442741,1,55.527209
0.4,1,55.751091
0.429128,1,55.980031
0.4,1,56.212976
0.429128,1,56.456997
0.4,1,56.693389
0.429128,1,56.922823
0.4,1,57.155114
0.429128,1,57.381588
0.4,1,57.609247
0.4,1,57.858611
0.429128,1,58.093476
0.429128,1,58.344688
0.429128,1,58.573662
0.4,1,58.830176
0.429128,1,59.090708
0.4,1,59.34117
0.4,1,59.581975
0.4,1,59.832971
0.429128,1,60.064238
0.4,1,60.322458
0.424,1,60.547596
0.429128,1,60.785429
0.4,1,61.019644
0.428277,1,61.26218
0.4,1,61.485343
0.2,1,61.708063
0.429128,1,61.931578
0.429128,1,62.151213
0.4,1,62.375794
0.4,1,62.600131
0.4,1,62.835361
0.429128,1,63.106596
0.4,1,63.353571
0.4,1,63.596
0.4,1,63.836417
0.4,1,64.068295
0.4,1,64.317619
0.429128,1,64.563335
0.429128,1,64.802503
0.4,1,65.061146
0.4,1,65.291758
0.4252,1,65.530592
